YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,LocationID,TopicID,QuestionID,StratificationCategoryID1
2018,SD,South Dakota,SEDD; SID,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",Crude Rate,,,,Race/Ethnicity,"Black, non-Hispanic",,46,CVD,CVD3_2,RACE
2017,IL,Illinois,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,17,DIA,DIA7_0,RACE
2020,GA,Georgia,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,Number,339,,,Race/Ethnicity,Asian or Pacific Islander,,13,OVC,OVC5_0,RACE
2013,CT,Connecticut,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,9,ALC,ALC5_1,RACE
2012,WI,Wisconsin,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",,Average Annual Number,3651.0,,,Race/Ethnicity,"White, non-Hispanic",,55,CAN,CAN8_1,RACE
2018,CT,Connecticut,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",Age-adjusted Rate,92.2,73.7,114.1,Race/Ethnicity,Hispanic,,9,COPD,COPD1_2,RACE
2011,ND,North Dakota,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Number,,,,Race/Ethnicity,Hispanic,,38,COPD,COPD1_1,RACE
2015,AK,Alaska,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,2,ALC,ALC5_2,RACE
2014,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,"cases per 1,000,000",Crude Rate,11.3,8.9,14.1,Overall,Overall,,25,AST,AST4_1,OVERALL
2013,OH,Ohio,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Age-adjusted Rate,0.1,0.1,0.1,Race/Ethnicity,Asian or Pacific Islander,,39,CAN,CAN6_1,RACE
2019,MN,Minnesota,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,14.6,13.9,15.4,Overall,Overall,,27,TOB,TOB1_2,OVERALL
2012,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",Age-adjusted Rate,1.0,0.8,1.3,Gender,Female,,37,DIA,DIA1_2,GENDER
2013,SC,South Carolina,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Crude Prevalence,39.5,37.6,41.5,Gender,Male,,45,CVD,CVD6_1,GENDER
2010,NE,Nebraska,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,gallons,Per capita alcohol consumption,2.3,,,Overall,Overall,,31,ALC,ALC7_0,OVERALL
2019,IA,Iowa,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",,Average Annual Number,900.0,,,Gender,Male,,19,CAN,CAN8_2,GENDER
2010,TX,Texas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",Crude Rate,88.2,86.5,89.9,Race/Ethnicity,"White, non-Hispanic",,48,CKD,CKD1_0,RACE
2014,AK,Alaska,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Age-adjusted Prevalence,68.5,62.5,73.9,Gender,Female,,2,TOB,TOB3_0,GENDER
2017,NM,New Mexico,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,35,COPD,COPD7_0,RACE
2016,NV,Nevada,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,32,COPD,COPD4_0,RACE
2013,MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Crude Prevalence,25.0,16.3,36.3,Race/Ethnicity,"Multiracial, non-Hispanic",,24,NPAW,NPAW11_3,RACE
2014,AL,Alabama,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,,,,Race/Ethnicity,Hispanic,,1,CVD,CVD2_0,RACE
2012,MN,Minnesota,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,43.0,36.7,49.6,Race/Ethnicity,"Other, non-Hispanic",,27,IMM,IMM1_0,RACE
2012,MD,Maryland,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,,,,Race/Ethnicity,"White, non-Hispanic",,24,DIA,DIA10_0,RACE
2018,SC,South Carolina,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,45,AST,AST5_1,RACE
2011,OR,Oregon,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Crude Prevalence,6.4,5.6,7.3,Race/Ethnicity,"White, non-Hispanic",,41,COPD,COPD2_0,RACE
2020,NH,New Hampshire,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,Age-adjusted Prevalence,20.7,12.1,33.1,Race/Ethnicity,"Multiracial, non-Hispanic",,33,OVC,OVC6_1,RACE
2016,ID,Idaho,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,Number,47,,,Race/Ethnicity,American Indian or Alaska Native,,16,OVC,OVC5_0,RACE
2013,IA,Iowa,PRAMS,Oral Health,Preventive dental care before pregnancy,%,Crude Prevalence,53,48.6,57.3,Race/Ethnicity,Hispanic,,19,ORH,ORH2_2,RACE
2016,NY,New York,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,39.8,36.0,43.7,Overall,Overall,,36,AST,AST6_1,OVERALL
2015,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",Crude Rate,266.6,255.7,277.6,Overall,Overall,,46,CVD,CVD1_1,OVERALL
2020,IL,Illinois,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,17,TOB,TOB2_2,RACE
2019,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,Number,Number,77,,,Gender,Male,,26,DIA,DIA1_2,GENDER
2020,IA,Iowa,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,19,DIA,DIA12_2,RACE
2011,ME,Maine,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,23,DIA,DIA5_0,RACE
2015,MT,Montana,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,Number,,,,Race/Ethnicity,"Black, non-Hispanic",,30,COPD,COPD5_3,RACE
2015,NC,North Carolina,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",Average Annual Age-adjusted Rate,19.5,19.0,20.1,Gender,Male,,37,CAN,CAN10_1,GENDER
2016,KS,Kansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,6.1,5.4,6.9,Gender,Male,,20,AST,AST1_1,GENDER
2014,MI,Michigan,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,26,DIA,DIA8_0,RACE
2014,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,29,CAN,CAN9_1,RACE
2013,FL,Florida,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,244.0,,,Race/Ethnicity,Asian or Pacific Islander,,12,CVD,CVD2_0,RACE
2016,OH,Ohio,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,39,COPD,COPD4_0_1,RACE
2011,MD,Maryland,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.2,2.0,2.4,Overall,Overall,,24,OVC,OVC7_2,OVERALL
2019,MO,Missouri,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",Average Annual Age-adjusted Rate,27.6,23.6,32.0,Race/Ethnicity,Hispanic,,29,CAN,CAN7_1,RACE
2017,IL,Illinois,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",Age-adjusted Rate,52.9,51.5,54.2,Race/Ethnicity,"White, non-Hispanic",,17,DIA,DIA1_1,RACE
2012,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,48.0,,,Race/Ethnicity,Hispanic,,55,CVD,CVD2_0,RACE
2016,TX,Texas,Death Certificate,Cancer,"Melanoma, mortality","per 100,000",Average Annual Age-adjusted Rate,1.2,1.2,1.3,Gender,Female,,48,CAN,CAN9_2,GENDER
2017,NM,New Mexico,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",Crude Rate,220.6,210.8,230.5,Overall,Overall,,35,COPD,COPD1_2,OVERALL
2017,MI,Michigan,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,,,,Race/Ethnicity,"Asian, non-Hispanic",,26,ALC,ALC2_1,RACE
2018,AZ,Arizona,Death Certificate,Cancer,"Cancer of the prostate, mortality","per 100,000",Average Annual Age-adjusted Rate,17.3,16.7,17.9,Gender,Male,,4,CAN,CAN11_2,GENDER
2018,DC,District of Columbia,SEDD; SID,Cardiovascular Disease,Hospitalization for stroke,,Number,113.0,,,Race/Ethnicity,Hispanic,,11,CVD,CVD3_1,RACE
2018,CO,Colorado,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,35.1,30.6,39.8,Overall,Overall,,8,AST,AST5_1,OVERALL
2015,OR,Oregon,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",Crude Rate,241.65,219.78,263.52,Race/Ethnicity,"Black, non-Hispanic",,41,COPD,COPD5_2,RACE
2015,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",Age-adjusted Rate,186.6,128.5,262.1,Race/Ethnicity,American Indian or Alaska Native,,38,CVD,CVD1_3,RACE
2019,NE,Nebraska,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,31,CAN,CAN6_1,RACE
2019,ME,Maine,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Average Annual Crude Rate,680.1,673.9,686.5,Race/Ethnicity,"White, non-Hispanic",,23,CAN,CAN4_1,RACE
2013,SC,South Carolina,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",Age-adjusted Rate,334.97,332.44,337.51,Overall,Overall,,45,COPD,COPD5_2,OVERALL
2018,WI,Wisconsin,SEDD; SID,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",Crude Rate,6.8,5.99,7.6,Race/Ethnicity,"Black, non-Hispanic",,55,DIA,DIA4_0,RACE
2012,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Average Annual Age-adjusted Rate,402.2,389.4,415.4,Race/Ethnicity,Hispanic,,26,CAN,CAN4_1,RACE
2014,SC,South Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,,Number,2082.0,,,Gender,Male,,45,DIA,DIA1_1,GENDER
2017,OR,Oregon,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,41,TOB,TOB1_3,RACE
2012,HI,Hawaii,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,75.7,59.9,86.6,Race/Ethnicity,"Other, non-Hispanic",,15,COPD,COPD8_0,RACE
2017,MN,Minnesota,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,6.9,6.7,7.1,Race/Ethnicity,"White, non-Hispanic",,27,OVC,OVC3_1,RACE
2019,NJ,New Jersey,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Gender,Female,,34,DIA,DIA7_0,GENDER
2016,AK,Alaska,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,2,DIA,DIA8_0,RACE
2017,ID,Idaho,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.3,1.9,2.6,Gender,Male,,16,OVC,OVC7_2,GENDER
2015,IL,Illinois,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence",,Average Annual Number,,,,Race/Ethnicity,American Indian or Alaska Native,,17,CAN,CAN4_1,RACE
2012,AZ,Arizona,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,9.4,8.4,10.6,Race/Ethnicity,"White, non-Hispanic",,4,DIA,DIA2_1,RACE
2017,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",Age-adjusted Rate,200.1,198.6,201.7,Overall,Overall,,12,CVD,CVD1_1,OVERALL
2011,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",Age-adjusted Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,26,DIA,DIA1_2,RACE
2014,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence","per 100,000",Average Annual Age-adjusted Rate,27.4,26.2,28.6,Race/Ethnicity,"White, non-Hispanic",,33,CAN,CAN9_1,RACE
2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,21.2,19.9,22.6,Gender,Male,,6,ALC,ALC2_2,GENDER
2016,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,Number,,,,Race/Ethnicity,Hispanic,,2,CVD,CVD1_2,RACE
2011,CA,California,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,6,DIA,DIA12_2,RACE
2015,ND,North Dakota,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,38,CVD,CVD10_1,RACE
2013,NH,New Hampshire,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,33,AST,AST1_2,RACE
2010,UT,Utah,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,,Number,,,,Race/Ethnicity,"Black, non-Hispanic",,49,CKD,CKD1_0,RACE
2011,NC,North Carolina,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,37,ALC,ALC3_0,RACE
2011,ME,Maine,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,10.72,10.09,11.36,Gender,Female,,23,COPD,COPD5_3,GENDER
2019,AL,Alabama,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,17.4,15.9,19.1,Overall,Overall,,1,OVC,OVC1_1,OVERALL
2014,RI,Rhode Island,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",Crude Rate,23.15,17.98,28.32,Race/Ethnicity,Hispanic,,44,COPD,COPD5_1,RACE
2012,MN,Minnesota,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,57.6,,,Overall,Overall,,27,OLD,OLD4_0,OVERALL
2017,MT,Montana,Death Certificate,Cancer,"Cancer of the prostate, mortality","per 100,000",Average Annual Crude Rate,25.4,23.4,27.4,Overall,Overall,,30,CAN,CAN11_2,OVERALL
2016,MD,Maryland,SEDD; SID,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",Crude Rate,31.44,30.63,32.25,Race/Ethnicity,"Black, non-Hispanic",,24,CVD,CVD3_1,RACE
2017,RI,Rhode Island,NVSS,Asthma,Asthma mortality rate,"cases per 1,000,000",Age-adjusted Rate,,,,Race/Ethnicity,Hispanic,,44,AST,AST4_1,RACE
2012,NC,North Carolina,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,37,COPD,COPD4_0_1,RACE
2017,IL,Illinois,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,Average Annual Number,127.0,,,Gender,Female,,17,CAN,CAN10_2,GENDER
2020,IL,Illinois,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,Number,24267,,,Overall,Overall,,17,OVC,OVC5_0,OVERALL
2017,PA,Pennsylvania,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,133.85,124.24,143.47,Race/Ethnicity,Hispanic,,42,COPD,COPD5_4,RACE
2014,ME,Maine,PRAMS,Reproductive Health,Folic acid supplementation,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,23,RPH,RPH3_0,RACE
2019,VT,Vermont,Death Certificate,Cancer,"Cancer of the prostate, mortality","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,"Black, non-Hispanic",,50,CAN,CAN11_2,RACE
2015,WV,West Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,,Number,1235,,,Gender,Male,,54,DIA,DIA1_1,GENDER
2017,ME,Maine,BRFSS,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,Age-adjusted Prevalence,87.2,75.5,93.8,Race/Ethnicity,"Other, non-Hispanic",,23,CVD,CVD4_0,RACE
2020,MO,Missouri,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,29,AST,AST5_2,RACE
2012,WA,Washington,PRAMS,Alcohol,Alcohol use before pregnancy,%,Crude Prevalence,30.2,23.5,37.9,Race/Ethnicity,Hispanic,,53,ALC,ALC1_2,RACE
2013,MS,Mississippi,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,,,,Race/Ethnicity,Asian or Pacific Islander,,28,OLD,OLD1_0,RACE
2020,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,40,CVD,CVD9_1,RACE
2019,IN,Indiana,YRBSS,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,Crude Prevalence,,,,Race/Ethnicity,"Asian, non-Hispanic",,18,NPAW,NPAW21_0,RACE
2018,NE,Nebraska,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",Average Annual Crude Rate,48.2,46.2,50.2,Gender,Male,,31,CAN,CAN8_2,GENDER
2012,NC,North Carolina,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,37,DIA,DIA8_0,RACE
2021,MS,Mississippi,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,11.7,7.5,17.8,Race/Ethnicity,"Black, non-Hispanic",,28,AST,AST1_2,RACE
